sp,pi,n
Euspira-nitida-COI,0.0100638977635783,5
Neverita-duplicata-COI,0.0113636363636364,4
Neverita-lewisii-COI,0,4
Simnia-patula-COI,0.00111111111111111,3
Oncomelania-hupensis-COI,0.0148698700758057,427
Alvania-angioyi-COI,0.00102880658436214,6
Alvania-mediolittoralis-COI,0.00330578512396694,5
Botryphallus-ovummuscae-COI,0,4
Cingula-trifasciata-COI,0.00600732600732601,15
Crisilla-postrema-COI,0,3
Rissoa-guernei-COI,0.00461503631075739,14
Setia-alexandrae-COI,0.0123839009287926,3
Setia-ermelindoi-COI,0.00740740740740741,3
Setia-subvaricosa-COI,0.0455927051671733,3
Potamopyrgus-antipodarum-COI,0,12
Potamopyrgus-antipodarum-CYTB,0,6
Trivia-arctica-COI,0.0066334991708126,3
Limneria-undata-COI,0.00144927536231884,4
Velutina-velutina-COI,0.0393348060873834,8
Petaloconchus-compactus-COI,0,10
Ancilla-adelphe-COI,0.00290920226611545,7
Ancilla-ventricosa-COI,0.00182370820668693,5
Babylonia-lutosa-COI,0.00294117647058824,3
Babylonia-spirata-COI,0.00484848484848485,3
Babylonia-zeylanica-COI,0.00676132521974307,3
Bathytoma-atractoides-COI,0.0158658758361876,44
Bathytoma-badifasciata-COI,0.00506585612968592,3
Bathytoma-carnicolor-COI,0.0356636271529889,10
Bathytoma-consors-COI,0.00536980749746707,10
Bathytoma-episoma-COI,0.0435663627152989,12
Bathytoma-netrion-COI,NA,3
Bathytoma-paratractoides-COI,0,3
Bathytoma-solomonensis-COI,0.00324675324675325,11
Bathytoma-stenos-COI,0.0199134199134199,21
Bathytoma-tippetti-COI,0.0275840832787016,18
Austrofusus-glans-COI,0.127075351213282,3
Buccinum-hydrophanum-COI,0,4
Buccinum-undatum-COI,0.0154060768980124,33
Busycon-carica-COI,0.00352733686067019,3
Calagrassor-aldermenensis-COI,0.0207650273224044,6
Colus-gracilis-COI,0.00270178993583249,9
Eosipho-smithi-COI,0.00211077338736913,9
Japelion-aleuticus-COI,0.00286624203821656,5
Lirabuccinum-dirum-COI,0.000306027479374694,34
Manaria-brevicaudata-COI,0.0165002171081198,7
Manaria-clandestina-COI,0.00853958604718483,7
Neobuccinum-eatoni-COI,0.00669710806697108,5
Neptunea-amianta-COI,0.00401606425702811,3
Neptunea-antiqua-COI,0.00443110348770726,12
Sinistrofulgur-laeostomum-COI,0.00292517939576763,13
Sinistrofulgur-sinistrum-COI,0.00525036460865338,11
Sibogasyrinx-pyramidalis-COI,0.0192502532928065,4
Alia-carinata-COI,0.0025560255602556,41
Alia-gausapata-COI,0.0139491966999566,8
Amphissa-columbiana-COI,0.029882960661778,48
Astyris-lunata-COI,0.0215349038878451,12
Columbella-adansoni-COI,0.00658852046411855,66
Columbella-rustica-COI,0.0187705259475594,99
Columbella-xiphitella-COI,0.0173745173745174,9
Costoanachis-avara-COI,0.0129708599857854,8
Costoanachis-sparsa-COI,0.0119603916332888,8
Metulella-columbellata-COI,0.00243161094224924,5
Parvanachis-obesa-COI,0.0334494773519164,7
Conasprella-alisi-COI,0.00482804232804233,8
Conasprella-boholensis-COI,0.00511247443762781,3
Conasprella-coriolisi-COI,0.00608019281332165,8
Conasprella-elokismenos-COI,0.0306691449814126,20
Conasprella-ione-COI,0.00230061349693252,4
Conasprella-kimioi-COI,0.0125255623721881,4
Conasprella-longurionis-COI,0.000455373406193078,16
Conasprella-memiae-COI,0.00531914893617021,4
Conasprella-orbignyi-COI,0.0342016657806131,10
Conus-acutangulus-COI,0.00911476315426046,14
Conus-bruuni-COI,0.000778816199376947,8
Conus-capitanellus-COI,0.00122699386503067,5
Conus-chaldeus-COI,0.00455927051671732,4
Conus-circumcisus-COI,0.0547112462006079,3
Conus-coronatus-COI,0.0132639384497554,29
Conus-ebraeus-COI,0.0306653157716988,10
Conus-eburneus-COI,0.0151975683890577,5
Conus-generalis-COI,0.00202634245187437,3
Conus-gondwanensis-COI,0.00511247443762781,3
Conus-gubernator-COI,0.0032626427406199,3
Conus-hughmorrisoni-COI,0.00151975683890578,5
Conus-imperialis-COI,0.0513190076869322,9
Conus-litteratus-COI,0.00810536980749747,3
Conus-lividus-COI,0.0812736443883985,13
Conus-lozeti-COI,0.00159744408945687,5
Conus-madecassinus-COI,0.00421911421911422,12
Conus-marmoreus-COI,0,3
Conus-miliaris-COI,0.00759878419452888,4
Conus-namocanus-COI,0.0051440329218107,3
Conus-ochroleucus-COI,0.00709219858156028,3
Conus-parvatus-COI,0.00911854103343465,3
Conus-plinthis-COI,0.00262927256792287,7
Conus-praecellens-COI,0.00972644376899696,5
Conus-quercinus-COI,0.0100303951367781,5
Conus-rolani-COI,0.0700994911521227,7
Conus-sponsalis-COI,0.00506585612968592,3
Conus-sulcatus-COI,0.0644729503625209,11
Conus-sutanorcum-COI,0.000759878419452888,4
Conus-tabidus-COI,0.0117333333333333,3
Conus-terebra-COI,0.015450861195542,4
Conus-tessellatus-COI,0.00810536980749747,3
Conus-tessulatus-COI,0.0463231036479444,11
Conus-textile-COI,0.0280394477317554,26
Profundiconus-teramachii-COI,0.0084355581312985,29
Pygmaeconus-traillii-COI,0.0142748588797221,8
Alisimitra-barazeri-COI,0.00709219858156028,3
Alisimitra-tehuaorum-COI,0.00741918388977212,4
Tosapusia-duplex-COI,0.0978593272171254,3
Tosapusia-evelyniana-COI,0.014336917562724,3
Vexillum-discolorium-COI,0.00787649653434152,4
Vexillum-exasperatum-COI,0.00810536980749747,3
Vexillum-infaustum-COI,0.0131712259371834,3
Vexillum-intertaeniatum-COI,0.00202634245187437,3
Vexillum-pagodula-COI,0.037037037037037,3
Vexillum-plicarium-COI,0.0599250936329588,3
Vexillum-virgo-COI,0.00436442989634479,3
Fenimorea-fucata-COI,0,4
Lissodrillia-verrillii-COI,0.00493236136800493,14
Syntomodrillia-carolinae-COI,0.0112438220757825,16
Okutanius-kuroseanus-COI,0.00640040962621608,4
Okutanius-kuroseanus-H3,0.00203873598369011,3
Turrilatirus-turritus-COI,0.00584795321637427,4
Vermeijius-virginiae-COI,0.00455927051671732,9
Benthomangelia-trophonoidea-COI,0.007360645658518,27
Curtitoma-violacea-COI,0.00152905198776758,8
Kurtziella-atrostyla-COI,0.0073482428115016,5
Propebela-turricula-COI,0.0133039579468151,22
Imbricaria-conularis-COI,0.00469798657718121,5
Imbricaria-fulgetrum-COI,0.00354609929078014,4
Pseudonebularia-tabanula-COI,0.0809233891425672,4
Axymene-traversi-COI,0.00811770674784373,3
Boreotrophon-truncatus-COI,0.0396946564885496,4
Ceratostoma-foliatum-COI,0.00501760988083177,28
Chicoreus-boucheti-COI,0.000980392156862745,5
Chicoreus-subpalmatus-COI,0.00574970892727902,55
Coralliophila-caribaea-COI,0.0274284672863131,32
Coralliophila-curacaoensis-COI,0.0160493827160494,3
Coralliophila-galea-COI,0.0039327607875995,32
Drupella-margariticola-COI,0.0125960061443932,5
Enixotrophon-maxwelli-COI,0.00248756218905473,4
Eupleura-caudata-COI,0.000625978090766823,5
Haustrum-albomarginatum-COI,0.000116346713205352,30
Haustrum-lacunosum-COI,0.0010482180293501,3
Haustrum-scobina-COI,0.00211506304514846,29
Hexaplex-trunculus-COI,0.0130929302095364,96
Hexaplex-trunculus-ND2,0.0119047619047619,9
Mexacanthina-lugubris-COI,0.0176520923172586,62
Nipponotrophon-barbarae-COI,0.000709219858156028,10
Nucella-canaliculata-COI,0.00178109598399453,12
Nucella-emarginata-COI,0.0413319488140687,77
Nucella-lamellosa-COI,0.00101365049330991,49
Nucella-lapillus-COI,0.00137055543126093,46
Nucella-lima-COI,0.00183206106870229,5
Nucella-ostrina-COI,0.00270740735826777,116
Ocenebra-erinaceus-COI,0.00293819655521783,6
Ocinebrina-interfossa-COI,0.0725779132791328,9
Ocinebrina-lurida-COI,0.00602772754671489,12
Orania-bimucronata-COI,0.00153139356814701,4
Paratrophon-cheesemani-COI,0.00202634245187437,3
Phyllonotus-pomum-COI,0.00540357987166498,9
Poirieria-zelandica-COI,0,4
Purpura-bufo-COI,0.0442286947141316,4
Pygmaepterys-pointieri-COI,0,4
Rapana-venosa-COI,0.00845070422535211,6
Reishia-bitubercularis-COI,0.00193552289360673,33
Reishia-clavigera-COI,0.00824009324009324,65
Reishia-luteostoma-COI,0.00469187675070028,8
Scabrotrophon-fabricii-COI,0.00202942668696093,3
Scabrotrophon-inspiratus-COI,0.0428597537095862,50
Scabrotrophon-maltzani-COI,0.00567375886524823,6
Scabrotrophon-manai-COI,0.0374182555033619,12
Stramonita-brasiliensis-COI,0.00163934426229508,14
Stramonita-haemastoma-COI,0.0533127889060092,11
Trophonella-shackletoni-COI,0.0379939209726444,3
Trophonopsis-muricata-COI,0.00486322188449848,5
Urosalpinx-cinerea-COI,0.0021934054942307,31
Xymene-plebeius-COI,0.0179940541386325,12
Xymenella-pusilla-COI,0.0068259385665529,8
Zeatrophon-ambiguus-COI,0.00227963525835866,4
Nassarius-fraterculus-COI,0,4
Nassarius-houbricki-COI,0.0285714285714286,6
Nassarius-martinezi-COI,0.0165311653116531,15
Nassarius-mendicus-COI,0.0127433628318584,11
Nassarius-radians-COI,0.00385366912722536,8
Nassarius-vanuatuensis-COI,0.00481256332320162,4
Phrontis-vibex-COI,0.00475808300848429,8
Reticunassa-neoproducta-COI,0.01426393728223,8
Tritia-incrassata-COI,0.0208458009176142,9
Tritia-obsoleta-COI,NA,37
Tritia-reticulata-COI,0.0304796599878567,10
Oliva-caroliniana-COI,0.00743764172335601,15
Oliva-leonardhilli-COI,0.00354609929078014,4
Oliva-todosina-COI,0.00329280648429585,4
Olivella-biplicata-COI,0.00505009696186167,14
Aplus-assimilis-COI,0.00371496116176967,7
Cancellopollia-gracilis-COI,0.00826340326340326,25
Crassispira-cerithina-COI,0.00625342234338774,34
Crassispira-scala-COI,0.00717662951705505,9
Leucosyrinx-luzonica-COI,0.00759878419452888,4
Hemilienardia-ocellata-COI,0.0212314225053079,3
Kermia-bifasciata-COI,0.114213197969543,4
Kermia-eugenei-COI,0.00795031055900621,7
Kermia-melanoxytum-COI,0.00436442989634479,4
Kermia-producta-COI,0.141445657826313,3
Pseudodaphnella-barnardi-COI,0.0179064925231876,10
Pseudodaphnella-boholensis-COI,0,3
Pseudodaphnella-crypta-COI,0.00455927051671732,4
Pseudodaphnella-nympha-COI,0.00771470160116448,6
Pseudodaphnella-philippinensis-COI,0,3
Pseudodaphnella-santoa-COI,0.0182501341921632,3
Raphitoma-aequalis-COI,0.0205831903945112,4
Raphitoma-aequalis-H3,0,3
Raphitoma-concinna-COI,0.00229095074455899,3
Raphitoma-linearis-COI,0.0118470651588584,3
Raphitoma-linearis-H3,0,4
Thetidos-tridentata-COI,0.00303951367781155,3
Clathroterebra-poppei-COI,0.0877998979070955,3
Duplicaria-benthalis-COI,0.00525006907985631,12
Duplicaria-raphanula-COI,0.00810536980749747,3
Euterebra-fuscolutea-COI,0.0140921409214092,3
Euterebra-puncturosa-COI,0.00556438791732909,4
Euterebra-sandrinae-COI,0.00695652173913044,5
Hastula-albula-COI,0.0414092140921409,16
Hastula-hectica-COI,0.00239651416122004,6
Hastula-lanceata-COI,0.00363053022627491,9
Hastula-matheroniana-COI,0.00302343159486017,9
Hastula-penicillata-COI,0.0115501519756839,5
Hastula-solida-COI,0.00221852468108708,9
Hastula-strigilata-COI,0.0512158054711246,5
Hastulopsis-minipulchra-COI,0.00810536980749747,3
Hastulopsis-pertusa-COI,0.0057867664250643,8
Myurella-affinis-COI,0.0134163012289535,48
Myurella-columellaris-COI,0.00292438058395505,12
Myurella-flavofasciata-COI,0.00122041079487888,12
Myurella-kilburni-COI,0.00208333333333333,9
Myurella-lineaperlata-COI,0.00506585612968592,3
Myurella-nebulosa-COI,0.00598609041231992,12
Myurella-parkinsoni-COI,0.00668693009118541,5
Myurella-paucistriata-COI,0.00390625,4
Myurella-undulata-COI,0.0052783282291479,14
Oxymeris-areolata-COI,0.0050203026947213,7
Oxymeris-cerithina-COI,0.00744291169823085,13
Oxymeris-chlorata-COI,0.00455927051671732,5
Oxymeris-crenulata-COI,0.0104868769192144,14
Oxymeris-dimidiata-COI,0.00572075899178703,11
Oxymeris-maculata-COI,0.00763775231860338,13
Pellifronia-jungi-COI,0.0357377049180328,10
Perirhoe-eburnea-COI,0.00303951367781155,3
Strioterebrum-nitidum-COI,0.0521783181357649,4
Strioterebrum-plumbeum-COI,0.0530901722391084,6
Strioterebrum-varium-COI,0.0122222222222222,3
Terebra-argosyia-COI,0.00655294362388184,24
Terebra-argus-COI,0.00455927051671732,6
Terebra-babylonia-COI,0.00658554044380816,11
Terebra-cingulifera-COI,0.0300673924313116,6
Terebra-consobrina-COI,0.00482680295286769,4
Terebra-dislocata-COI,0.0010515247108307,4
Terebra-elata-COI,0.0341917969036613,7
Terebra-funiculata-COI,0.011222819733458,13
Terebra-guttata-COI,0.00558938329430133,15
Terebra-laevigata-COI,0.0045148331822464,19
Terebra-larvaeformis-COI,0,4
Terebra-specillata-COI,0.00810536980749747,3
Terebra-subulata-COI,0.0071691076633416,14
Terebra-succincta-COI,0.00298717948717949,16
Terebra-textilis-COI,0.0427045177045177,15
Terenolla-pygmaea-COI,0.00295508274231678,9
Triplostephanus-triseriatus-COI,0.0457290767903365,19
Gemmula-diomedea-COI,0.00539624924379915,30
Gemmula-hastula-COI,0.00531914893617021,4
Gemmula-kieneri-COI,0.00994350282485876,10
Gemmula-speciosa-COI,0.00621468926553672,9
Gemmuloborsonia-clandestina-COI,0.00547892720306513,25
Gemmuloborsonia-moosai-COI,0.00808841206875826,48
Gemmuloborsonia-neocaledonica-COI,0.0058257345491388,4
Iotyrris-cingulifera-COI,0.0134348410210479,8
Iotyrris-devoizei-COI,0.0150287065180682,9
Kuroshioturris-nipponica-COI,0.00233029381965552,6
Lophiotoma-abbreviata-COI,0.00164365548980934,12
Lophiotoma-acuta-COI,0.0364407711296109,180
Lophiotoma-bisaya-COI,0.00500403551251009,7
Lophiotoma-brevicaudata-COI,0.00323004611169277,22
Lophiotoma-jickelii-COI,0.0530046224961479,6
Lophiotoma-panglaoensis-COI,0.00587570621468927,6
Lophiotoma-picturata-COI,0.00254141139096891,13
Lophiotoma-polytropa-COI,0.00169491525423729,6
Lophiotoma-ruthveniana-COI,0.00564971751412429,3
Lophiotoma-sikatunai-COI,0.00813559322033898,6
Turridrupa-astricta-COI,0.00660377358490566,4
Turris-garnonsii-COI,0.000225988700564972,15
Xenuroturris-legitima-COI,0.0101480152500561,8
Alcithoe-aillaudorum-COI,0.010975118980963,48
Alcithoe-wilsonae-COI,0.00396341463414634,5
Aeolidia-papillosa-COI,0.0794384523198083,11
Berghia-verrucicornis-COI,0.0071465033180194,3
Armina-californica-COI,0.0033500837520938,4
Armina-maculata-COI,0.00326797385620915,3
Cadlina-luteomarginata-COI,0,4
Felimare-tricolor-COI,0.00531914893617021,12
Corambe-obscura-COI,0.00470521541950113,8
Coryphella-verrucosa-COI,0.103701298701299,22
Microchlamylla-gracilis-COI,0.111550151975684,5
Orienthella-trilineata-COI,0.0809523809523809,6
Dendronotus-albus-COI,0.00202634245187437,4
Dendronotus-frondosus-COI,0.0353820003578458,24
Dirona-albolineata-COI,0.00273972602739726,5
Peltodoris-nobilis-COI,0.00405885337392187,4
Rostanga-pulchra-COI,0.0522796352583587,5
Doris-kerguelenensis-COI,0.0898110661268556,20
Doris-montereyensis-COI,0.00631313131313131,12
Doris-pseudoargus-COI,0.00370209059233449,8
Eubranchus-rupium-COI,0.00580611715914982,15
Eubranchus-tricolor-COI,0.00203252032520325,3
Cratena-pilata-COI,0.00831889081455806,11
Favorinus-auritulus-COI,0.0058257345491388,4
Favorinus-auritulus-H3,0.00203252032520325,4
Favorinus-tsuruganus-COI,0.00810536980749747,4
Favorinus-tsuruganus-H3,0,4
Edmundsella-pedata-COI,0.00557244174265451,6
Hero-formosa-COI,0.012970335174008,13
Hermissenda-crassicornis-COI,0.00214532871972318,25
Acanthodoris-nanaimoensis-COI,0.00637958532695375,3
Acanthodoris-pilosa-COI,0.0500858704137393,15
Onchidoris-bilamellata-COI,0.0789561726329876,8
Onchidoris-muricata-COI,0.0782679738562091,5
Ziminella-salmonacea-COI,0.00930192865676737,9
Phyllidia-babai-COI,0.0972222222222222,3
Phyllidia-elegans-COI,0.00595498730186531,20
Phyllidia-ocellata-COI,0.0318791946308725,3
Phyllidia-picta-COI,0.00676818950930626,3
Phyllidia-varicosa-COI,0.00668803418803419,13
Phyllidiella-nigra-COI,0.00584379688857301,7
Phyllidiella-pustulosa-COI,0.0381680273290487,19
Phyllidiopsis-krempfi-COI,0.0117774880486745,13
Phyllidiopsis-xishaensis-COI,0.0132669983416252,3
Limacia-cockerelli-COI,0.00744284954811271,3
Triopha-catalinae-COI,0.109711969894341,7
Janolus-fuscus-COI,0.0103626943005181,4
Tritonia-hombergii-COI,0.00447427293064877,3
Tritonia-plebeia-COI,0.00856105153925977,8
Pleurobranchaea-maculata-CYTB,0.00276255011262823,157
Berthella-plumula-COI,0.00405268490374873,3
Berthellina-delicata-COI,0.00303951367781155,3
Bayerotrochus-belauensis-COI,0.00911854103343465,3
Bayerotrochus-midas-COI,0,4
Entemnotrochus-adansonianus-COI,0.0192502532928065,3
Perotrochus-caledonicus-COI,0.00577956075338274,22
Perotrochus-deforgesi-COI,0.00215570337521557,12
Perotrochus-pseudogranulosus-COI,0.00547361383863285,14
Cavolinia-uncinata-COI,0.054664798671648,12
Cuvierina-atlantica-COI,0.0204936907064567,67
Cuvierina-cancapae-COI,0.0202127659574468,5
Cuvierina-columnella-COI,0.0401723209477652,6
Cuvierina-pacifica-COI,0.0274426693716147,59
Diacavolinia-longirostris-COI,0.0259114852557475,61
Diacria-major-COI,0.00562248995983936,6
Diacria-trispinosa-COI,0.0204758986928105,18
Clio-cuspidata-COI,0.0387596899224806,4
Clio-pyramidata-COI,0.0518511752527098,24
Clio-recurva-COI,0.0272331154684096,9
Clione-limacina-COI,0.0729027240169301,56
Clione-limacina-H3,0.00603318250377074,3
Cliopsis-krohnii-COI,0.128181253879578,4
Creseis-acicula-COI,0.0292553191489362,8
Creseis-conica-COI,0.0485458612975392,10
Creseis-virgula-COI,0.0434083601286174,9
Hyalocylis-striata-COI,0.0324724724724725,10
Corolla-spectabilis-COI,0.0611940298507463,5
Heliconoides-inflatus-COI,0.0587507730364873,12
Limacina-antarctica-COI,0.186538461538462,5
Limacina-helicina-COI,0.0105220246759548,225
Limacina-retroversa-COI,0.2125,4
Thielea-helicoides-COI,0.0144255538382277,4
Peracle-bispinosa-COI,0.000759878419452888,4
Pneumodermopsis-macrochira-COI,0.00948684777921518,3
Spongiobranchaea-australis-COI,0.0430756843800322,4
Cidarina-cidaris-COI,0.00157616432784218,12
Siphonaria-lessonii-COI,0.0112920708811614,565
Siphonaria-pectinata-COI,0.00795107033639144,5
Siphonaria-thersites-COI,0.000486719510499235,18
Achatina-achatina-COI,0.119349593495935,6
Achatina-fulica-COI,0.0133333333333333,5
Archachatina-marginata-COI,0.0518099428990518,28
Deroceras-agreste-COI,0,3
Deroceras-golcheri-COI,0.0141592920353982,3
Deroceras-invadens-COI,0.0214006658840284,14
Deroceras-laeve-COI,0.0326735557150304,217
Deroceras-panormitanum-COI,0.072125058040551,14
Deroceras-reticulatum-COI,0.0037956074460857,171
Ariolimax-columbianus-COI,0.0102150537634409,5
Prophysaon-andersonii-COI,0.00301554163767107,10
Arion-ater-COI,0,3
Arion-circumscriptus-COI,0.00107816711590297,8
Arion-distinctus-COI,0.000614997285363545,34
Arion-fasciatus-COI,0,23
Arion-fuscus-COI,NA,317
Arion-rufus-COI,0.00981912144702842,6
Arion-silvaticus-COI,0.00488549618320611,6
Arion-subfuscus-COI,0.08698829709856,325
Arion-vulgaris-COI,0.0132315521628499,3
Ariophanta-lahatensis-COI,0.00977099236641221,5
Macrochlamys-resplendens-COI,0.0180661577608142,4
Megaustenia-praestans-COI,0.0164885496183206,6
Amphidromus-atricallosus-COI,0.143280047365305,3
Basedowena-elfina-COI,0.119834710743802,3
Falspleuroxia-overlanderensis-COI,0.112603305785124,4
Fruticicola-koreana-COI,0.000778816199376947,4
Plectorhagada-carcharias-COI,0.0330578512396694,4
Plectorhagada-plectilis-COI,0.127410468319559,3
Plectorhagada-scolythra-COI,0.0228482697426797,8
Promonturconchum-superbum-COI,0.0586776859504132,6
Quistrachia-herberti-COI,0.0373062015503876,4
Quistrachia-lefroyi-COI,0.0732696566998893,15
Quistrachia-legendrei-COI,0.0506298449612403,4
Quistrachia-leptogramma-COI,0.0746124031007752,3
Quistrachia-turneri-COI,0.0404774489076815,22
Quistrachia-warroorana-COI,0.039437984496124,6
Rhagada-angulata-COI,0.0373647984267453,3
Rhagada-convicta-COI,0.0585486242386053,24
Rhagada-elachystoma-COI,0.026819075712881,16
Strepsitaurus-milyeringus-COI,0.0227272727272727,3
Strepsitaurus-ningaloo-COI,0.0113636363636364,8
Strepsitaurus-rugus-COI,0.0470987106597873,28
Strepsitaurus-williami-COI,0.0199265381083563,10
Cepola-macrophthalma-COI,0.000895061728395062,16
Owstonia-weberi-COI,0.00677248677248677,10
Cerion-caerulescens-COI,0.00101781170483461,4
Cerion-incanum-COI,0.0209397488178193,155
Cerion-striatellum-COI,0.0561904761904762,5
Cerion-uva-COI,0.0104246677097656,70
Alopia-livida-COI,0.0147120055517002,11
Alopia-monacha-COI,0.0201744820065431,8
Micropontica-caucasica-COI,0.025176960444136,11
Micropontica-circassica-COI,0.043765903307888,9
Micropontica-interjecta-COI,0.03482929284456,14
Montenegrina-attemsi-COI,0.0763358778625954,5
Montenegrina-cattaroensis-COI,0.0402926208651399,16
Montenegrina-dofleini-COI,0.0699867648791169,52
Montenegrina-fuchsi-COI,0.122603901611535,9
Montenegrina-grammica-COI,0.112977099236641,3
Montenegrina-helvola-COI,0.0893409841766649,10
Montenegrina-hiltrudae-COI,0.096037114117239,32
Montenegrina-janinensis-COI,0.0155216284987277,4
Montenegrina-laxa-COI,0.0745440036479708,17
Montenegrina-lillae-COI,0.00101781170483461,3
Montenegrina-nana-COI,0.0332395950506187,8
Montenegrina-okolensis-COI,0.0058252427184466,5
Montenegrina-perstriata-COI,0.134017564146639,50
Montenegrina-prokletiana-COI,0.0590839694656489,5
Montenegrina-rugilabris-COI,0.0950827515713012,27
Montenegrina-skipetarica-COI,0.132161502474744,49
Montenegrina-soosi-COI,0.0305800045136538,8
Montenegrina-stankovici-COI,0.0072811999417504,7
Montenegrina-sturanyana-COI,0.101068702290076,5
Montenegrina-subcristata-COI,0.075779148075734,61
Montenegrina-timeae-COI,0.0315521628498728,4
Montenegrina-tomorosi-COI,0.0490400185056674,12
Montenegrina-zilchi-COI,0.000763358778625954,4
Cochlicopa-lubrica-COI,0.00603504523593314,51
Anguispira-alabama-CYTB,0.0457042957042957,8
Anguispira-alternata-COI,0.00379787064992849,29
Anguispira-alternata-CYTB,0.141476880607315,7
Anguispira-cumberlandiana-CYTB,0.0598821468386686,7
Anguispira-jessica-CYTB,0,3
Anguispira-kochi-COI,0.0466216216216216,15
Anguispira-picta-CYTB,0.0524846454494696,9
Discus-whitneyi-COI,0.00271685761047463,25
Euconulus-fulvus-COI,0.0110527764668869,65
Euconulus-fulvus-COII,0.035132198478812,45
Euconulus-polygyratus-COI,0.0229357798165138,5
Gastrocopta-armifera-COI,0,7
Gastrocopta-holzingeri-COI,0.00561510974987238,4
Gastrocopta-servilis-COI,0.00916030534351145,3
Gyliotrachela-hungerfordiana-COI,0.0614730108921944,23
Gyliotrachela-tarutao-COI,0.00203562340966921,3
Glyphyalinia-indentata-COI,0.0469221835075494,8
Mesomphix-cupreus-COI,0,4
Perpolita-electrina-COI,0.0601976639712489,21
Striatura-exigua-COI,0.00511247443762781,3
Striatura-ferrea-COI,0.000829187396351575,9
Striatura-milium-COI,0.00920245398773006,5
Ventridens-intertextus-COI,0.000611620795107034,5
Ventridens-ligera-COI,0,6
Zonitoides-arboreus-COI,0.0271971288515406,85
Zonitoides-nitida-COI,0.00421057390970156,42
Callina-bulverii-COI,0.00427480916030534,5
Helicopsis-striata-COI,0.115540150202195,4
Hystricella-bicarinata-COI,0.0233612019871562,36
Hystricella-echinulata-COI,0.00703986429177269,9
Hystricella-leacockiana-COI,0.00229007633587786,4
Hystricella-oxytropis-COI,0.00610687022900763,4
Wollastonaria-jessicae-COI,0.00678541136556404,9
Wollastonaria-klausgrohi-COI,0.00407124681933842,4
Xerocrassa-amphiconus-COI,0.0797448165869219,4
Xerocrassa-cretica-COI,0.0460596379126731,4
Xerocrassa-grabusana-COI,0.00710900473933649,4
Xerocrassa-heraklea-COI,0.0168845315904139,4
Xerocrassa-lasithiensis-COI,0.028892455858748,4
Xerocrassa-mesostena-COI,0.103797256407496,141
Xerocrassa-rhithymna-COI,0.0673076923076923,3
Xerocrassa-siderensis-COI,0.080448717948718,5
Xerolenta-obvia-COI,0.00346055979643766,6
Cantareus-apertus-COI,0.00616139585605234,8
Caucasotachea-atrolabiata-COI,0.0638156512015606,87
Caucasotachea-vindobonensis-COI,0.0244648318042813,4
Caucasotachea-vindobonensis-H3,0,3
Cepaea-hortensis-COI,0.011453823953824,22
Cepaea-nemoralis-COI,0.0797993701451475,783
Cornu-aspersum-COI,0.00542832909245123,9
Discula-attrita-COI,0.0149182115594329,15
Discula-discina-COI,0.00853955205100243,14
Discula-polymorpha-COI,0.00916030534351145,3
Discula-pulvinata-COI,0.00305343511450382,3
Discula-rotula-COI,0.0162618551931529,12
Helix-albescens-COI,0.0520361990950226,5
Helix-asemnis-COI,0.098545243677987,27
Helix-buchii-COI,0.0498412698412698,10
Helix-cincta-COI,0.00775716694772344,5
Helix-dormitoris-COI,0.0327700972862263,3
Helix-ligata-COI,0.0336538461538462,3
Helix-lucorum-COI,0.0506349206349206,36
Helix-lutescens-COI,0.0107874865156419,3
Helix-nucula-COI,0.0653435114503817,5
Helix-pelagonesica-COI,0.0163714439076758,4
Helix-pomatia-COI,0.0690566264336756,13
Helix-secernenda-COI,0.0488738738738739,6
Helix-straminea-COI,0.0664804469273743,5
Helix-vladika-COI,0.00702290076335878,6
Macularia-sylvatica-COI,0.0114503816793893,4
Massylaea-vermiculata-COI,0.169090909090909,5
Murella-muralis-COI,0.0217133163698049,10
Theba-pisana-COI,0.0344601962922574,7
Helicodiscus-parallelus-COI,0.0331076923076923,13
Helicodiscus-shimeki-COI,0.00184049079754601,5
Caucasigena-eichwaldi-COI,0.0538422391857506,6
Circassina-frutis-COI,0.0718148009751063,66
Circassina-lasistana-COI,0.0213740458015267,5
Fruticocampylaea-kobensis-COI,0.00966921119592875,6
Fruticocampylaea-narzanensis-COI,0.00479825517993457,7
Fruticocampylaea-tushetica-COI,0.0105852417302799,6
Lazicana-suanetica-COI,0.0595419847328244,9
Paratheba-kuznetsovi-COI,0.012824427480916,5
Trochulus-hispidus-COI,0.00700431034482759,145
Trochulus-striolatus-COI,0.00133744855967078,16
Orcula-austriaca-x-gularis-COI,0.0101781170483461,3
Orcula-austriaca-COI,0.0171774856989803,57
Orcula-conica-COI,0.0107673764564082,19
Orcula-dolium-COI,0.0687972890629693,373
Orcula-fuchsi-COI,0.00488549618320611,10
Orcula-gularis-COI,0.0282241182910231,129
Orcula-restituta-COI,0.00278080697928026,8
Orcula-schmidtii-COI,0.104685452162516,8
Orcula-spoliata-COI,0,4
Orcula-tolminensis-COI,0.0307379134860051,6
Orcula-zilchi-COI,0.00101781170483461,3
Orculella-aragonica-COI,0.00610687022900763,4
Orculella-bulgarica-COI,0.00549618320610687,6
Oreohelix-strigosa-COI,0.000917957544463569,6
Oreohelix-subrudis-COI,0,11
Oxychilus-cellarius-COI,0,13
Oxychilus-draparnaudi-COI,0.0249620143260256,17
